tag_id,name,category,count,right_tag_cn
560958,dated,0,152997,付上日期的
4152,uniform,0,151209,制服
381629,side_ponytail,0,150003,侧马尾
1486996,animal_ear_fluff,0,148687,耳绒毛
390401,red_ribbon,0,148072,红色丝带
395321,crop_top,0,147956,露腹短上衣
464553,cup,0,147196,杯子
89368,aqua_eyes,0,146831,水蓝色眼睛
633894,dark-skinned_female,0,146761,黑皮女性
524961,black_shirt,0,146589,黑色衬衫
515329,covered_nipples,0,143326,激凸的乳头|隐约可见的乳头
684639,puffy_short_sleeves,0,142595,蓬蓬的短袖
551772,parted_bangs,0,142403,分开的刘海
822149,completely_nude,0,142366,全裸
428173,blue_skirt,0,142104,蓝色短裙
652604,two_side_up,0,142047,小型双股辫
427008,fingernails,0,141611,指甲
457408,black_pantyhose,0,141072,黑色连裤袜
464586,tree,0,140918,树
481846,hands_up,0,138918,双手朝上 | 双手抬起 | 双手举起
579466,looking_to_the_side,0,137447,看向侧面
1445905,v-shaped_eyebrows,0,137432,眉毛皱成V形(表高傲或愤怒)
89228,grey_eyes,0,136673,灰色的眼睛
95405,orange_eyes,0,135596,橙色的眼镜
4311,legs,0,134873,双腿
438623,neckerchief,0,134018,领巾
479939,sleeves_past_wrists,0,131361,袖子长过手腕
1931,sketch,0,131099,素描
389404,cat_tail,0,130241,猫尾巴
754325,groin,0,129422,腹股沟|耻丘
537200,symbol-shaped_pupils,0,129300,符号形瞳孔
416202,eyelashes,0,128622,睫毛
4867,wet,0,128093,湿透的|沾湿的
539584,fur_trim,0,127842,皮草款式|毛皮镶边
451371,see-through,0,127554,半透明的 | 可透过看到里层衣物 | 因沾湿而变透明
5501,lips,0,125983,嘴唇
412078,wrist_cuffs,0,125676,和袖子分开的手腕的袖口
709722,hand_on_own_hip,0,125620,手叉腰
128,loli,0,124937,萝莉
464572,pillow,0,122701,枕头
431755,head_tilt,0,122394,歪着头
589,gun,0,122390,枪
59,maid,0,122284,女仆
382397,strapless,0,122123,无肩带款式
10644,zettai_ryouiki,0,122114,绝对领域
1594634,clothing_cutout,0,121589,服装镂空
1390441,black_headwear,0,121530,黑色头饰
465277,plaid,0,120783,格子呢图案
492223,bar_censor,0,120647,黑条打码
10923,torn_clothes,0,120399,破损的衣服
1277433,mole_under_eye,0,120358,眼角有痣
2335,fox_ears,0,120058,狐耳
28200,toes,0,119731,脚趾
513475,multiple_views,0,119546,多角度|多姿势
494251,one-piece_swimsuit,0,118876,一体式泳衣
464535,book,0,118517,书
379475,sash,0,118038,饰带|日式束腰
463173,maid_headdress,0,117701,女仆头饰
407186,sleeveless_shirt,0,117558,无袖衬衫
394174,short_shorts,0,117065,热裤
475418,bare_arms,0,116958,裸臂
568880,sleeveless_dress,0,116615,无袖连衣裙
1393877,feet_out_of_frame,0,116076,双脚不在图内
12552,pubic_hair,0,115896,阴毛
531371,gradient_background,0,115876,渐变色(效果)的背景
449676,ascot,0,115713,阿斯科特领巾
494744,shiny_skin,0,115412,有光泽的皮肤
2687,v,0,115319,比V|剪刀手
1128907,pokemon_(creature),0,115136,口袋妖怪(生物)|宝可梦
16718,black_panties,0,114889,黑色内裤
358,cosplay,0,114264,角色扮演
464579,sparkle,0,114066,菱形或星形的闪光
542846,no_humans,0,113058,不含人类
529256,fake_animal_ears,0,112862,仿制的动物耳朵
465719,muscular,0,112819,肌肉发达
13132,petals,0,111766,花瓣
3314,kneehighs,0,111224,及膝袜
469714,bare_legs,0,110989,裸腿
2813,window,0,110493,窗
5032,uncensored,0,110091,无修正
443395,thigh_strap,0,108401,大腿缠着带子
1247160,black_bow,0,108215,黑蝴蝶结
389813,single_braid,0,107847,单股辫
1269639,covered_navel,0,107348,隐约入目的肚脐
202817,hoodie,0,106750,连帽衫
467863,neck_ribbon,0,106611,颈部系着缎带
474500,black_ribbon,0,106604,黑色丝带
600177,detached_collar,0,105572,假领
391128,gradient_hair,0,105527,渐变色的头发
1875867,upper_teeth_only,0,104994,只露上排牙齿
464584,tattoo,0,104884,纹身
375372,dutch_angle,0,104788,德式倾斜镜头
1382794,black_choker,0,104672,黑色项链
8641,dress_shirt,0,104532,西服衬衫
395400,buttons,0,104413,纽扣
468554,double_bun,0,104209,团子头
553142,blurry_background,0,103689,模糊的背景
7577,open_shirt,0,103344,敞开的衬衫
1736,profile,0,102653,侧颜
6028,sideboob,0,101878,侧乳
10447,kneeling,0,101731,跪着
9312,makeup,0,100922,化妆
2508,blood,0,100920,血
6536,bell,0,100549,钟|铃
7820,military,0,99708,军事
5126,hug,0,99630,拥抱
7926,saliva,0,99380,唾液
565513,floating_hair,0,98852,飘动的头发
94007,aqua_hair,0,98809,水蓝色头发
1797,mask,0,98779,面具
4108,pov,0,98619,第一人称视角
1094664,colored_skin,0,98305,异色皮肤
444539,skindentation,0,98168,皮肤的凹陷
457597,swept_bangs,0,98144,扫把状刘海
2217,anus,0,98073,肛门
411323,capelet,0,97674,披肩
9344,bodysuit,0,97474,连体紧身衣
427348,leaning_forward,0,97276,身体前倾
458933,facial_hair,0,97145,胡须
412555,4girls,0,96981,4个女性
377140,blue_dress,0,95763,蓝色洋装
3472,night,0,95699,夜
13176,shadow,0,95254,阴影
514890,black_pants,0,95223,黑色长裤
13853,pussy_juice,0,94927,爱液|淫水
2585,bed,0,94748,床
675314,copyright_name,0,93920,版权署名
390035,no_bra,0,93761,没穿胸罩
374620,black_bikini,0,93679,黑色比基尼
5565,:3,0,93246,:3(猫脸表情)
3918,4koma,0,92575,四格漫画
3449,heterochromia,0,91354,虹膜异色
460262,depth_of_field,0,91237,景深(画法)
420531,nose_blush,0,90911,鼻子发红
1345229,white_headwear,0,90842,白色头饰
503552,red_skirt,0,90543,红色裙子
442167,alternate_hairstyle,0,90370,与原设不同发型变化
546609,blue_bow,0,90316,蓝色蝴蝶结
4009,turtleneck,0,90071,高领服饰
5832,fruit,0,89876,水果
51528,fox_tail,0,89727,狐狸尾巴
402217,^_^,0,88727,^_^(微笑表情)
580545,blue_background,0,88552,蓝色背景
511136,border,0,88504,边框
626,underboob,0,88422,下乳|南半球
8714,watermark,0,88371,水印
10422,witch_hat,0,88359,女巫帽
465950,cum_in_pussy,0,88301,内射|中出
377844,siblings,0,88257,兄弟姐妹
436054,highleg,0,88254,高开衩的衣物
479563,low_twintails,0,88176,低扎双尾
387214,military_uniform,0,88136,军服
419938,expressionless,0,87889,无口
374938,frown,0,87756,皱眉
464534,bird,0,87300,鸟|拟鸟化
1595,no_panties,0,87258,下半身真空
490999,on_bed,0,87165,在床上
460802,rose,0,86971,玫瑰|蔷薇
653206,one_side_up,0,86909,只扎了一边的头发
4075,cameltoe,0,86493,骆驼趾
381555,headband,0,86459,扎头巾(名词)
4320,glowing,0,86347,发光的
612641,black_shorts,0,86191,黑色短裤
3988,scar,0,85680,伤痕
391680,horse_ears,0,85532,马耳
4528,bottomless,0,84868,裸下半身
258190,beret,0,84204,贝雷帽
11325,ocean,0,84168,海
1231230,side-tie_bikini_bottom,0,83802,侧系带比基尼下装
478565,bed_sheet,0,83635,床单
375476,soles,0,83624,脚底
10701,animal,0,83613,动物
1303252,brown_footwear,0,83548,棕色鞋类
464808,holding_hands,0,83399,牵手
421663,wavy_hair,0,83362,卷发
446950,fangs,0,83325,尖牙
546821,halterneck,0,83212,绕颈系带
419309,thick_thighs,0,83015,肉腿
4244,leaf,0,82962,叶子
464546,chain,0,82759,锁链
709734,playboy_bunny,0,82752,花花公子兔女郎
2279,headphones,0,82699,耳机
4831,piercing,0,82187,穿洞
394222,arm_support,0,81973,手臂支撑动作
444002,from_above,0,81395,俯视镜头
144876,embarrassed,0,81248,害羞
580232,white_jacket,0,80842,白色夹克
698161,holding_sword,0,80551,手持剑
463397,white_socks,0,80206,白色短袜
534835,hair_intakes,0,79107,进气口发型
377124,back,0,78990,后背
499624,blush_stickers,0,78966,表情贴纸
375404,chinese_clothes,0,78938,中国风
426936,white_bikini,0,78899,白色比基尼
1328533,ass_visible_through_thighs,0,78235,正面可见的屁股
3234,erection,0,78218,勃起
2993,phone,0,77823,电话|手机
463179,no_shoes,0,77591,没穿鞋
481508,facial_mark,0,77562,脸部有图案
2904,chair,0,77402,椅子
450107,thick_eyebrows,0,77258,浓眉
418899,plaid_skirt,0,77244,格子呢短裙
387991,abs,0,77016,腹肌
1915,umbrella,0,76782,雨伞
415974,looking_down,0,76733,俯视
2091,bandages,0,76312,绷带
2799,beach,0,76274,海滩
395448,thigh_boots,0,76160,高帮靴
1288957,white_footwear,0,76087,白色鞋类
820510,horse_girl,0,76016,马娘
688777,half-closed_eyes,0,75884,半闭的双眼
442865,headgear,0,75848,头部饰品(含一定科幻元素)
3986,sandals,0,75623,凉鞋
447393,on_side,0,75537,侧卧
567316,6+girls,0,75465,6个以上的女性
663669,female_pubic_hair,0,75433,女性阴毛
1451588,muscular_male,0,75109,肌肉男
476621,floral_print,0,74141,花朵图案(印花)
572731,heart-shaped_pupils,0,73919,心形瞳孔|心形眼
445388,bob_cut,0,73321,波波头
469652,garter_straps,0,73230,吊带袜的吊带
436576,short_dress,0,73208,短裙
8091,drill_hair,0,73194,钻头发型
541727,wariza,0,73178,鸭子坐
475775,arms_behind_back,0,72820,双手背到身后
5524,sunglasses,0,72805,墨镜
3920,obi,0,72527,和服腰带
13227,happy,0,72523,快乐|幸福
634316,pectorals,0,72442,胸肌
389777,red_dress,0,72048,红色连衣裙
419387,testicles,0,72016,睾丸
8830,shirt_lift,0,71578,拉起掀起卷起衬衫
4207,eating,0,71456,咀嚼
572767,grabbing,0,71430,抓住|抓着
484666,transparent_background,0,71418,透明背景
400120,traditional_media,0,71390,纯手绘
584749,pink_background,0,71378,粉色背景
647551,flying_sweatdrops,0,70993,飞扬的汗珠
10231,mouth_hold,0,70701,用嘴叼着
460404,stuffed_toy,0,70675,填料布偶玩具
563478,dark-skinned_male,0,70557,黑皮男性
589398,hood_down,0,70183,放下的兜帽
492544,frilled_dress,0,70149,花边连衣裙
465810,squatting,0,69991,蹲|工口蹲
467856,clothes_pull,0,69767,拉开衣物
477028,cleavage_cutout,0,69718,露出的乳沟
520398,white_skirt,0,69566,白色短裙
3209,table,0,69436,桌子
397327,blue_shirt,0,69364,蓝色衬衫
375176,crossed_arms,0,69341,交叉双臂
1723,parody,0,69219,模仿捏他别的作品及人物
468534,light_brown_hair,0,69189,茶色头发
403649,thigh_gap,0,68904,大腿之间(绝对领域)
574407,wavy_mouth,0,68694,薯片嘴型
420366,from_below,0,68637,仰视镜头
600250,hair_tubes,0,68156,束发套
413672,leg_up,0,68113,抬起腿
3949,ring,0,67951,戒指
1850,oral,0,67834,用嘴
609507,holding_food,0,67804,拿着食物
466226,bound,0,67766,绑住的
385639,wolf_ears,0,67512,狼耳朵
619736,blue_jacket,0,67177,蓝色夹克
8072,black_socks,0,66442,黑色短袜
2726,moon,0,66386,月亮
580738,black_hairband,0,66338,黑色发带
576310,white_flower,0,66300,白色的花
2270,eyepatch,0,66095,眼罩
488167,scrunchie,0,66088,发束
8831,skirt_lift,0,66052,将裙子掀上去
356542,sunlight,0,65746,阳光
459291,standing_on_one_leg,0,65667,单腿站立
701697,white_bow,0,65469,白色蝴蝶结
2689,formal,0,65325,正装
3593,topless,0,65318,赤裸上身
2716,cat,0,65240,猫
8068,demon_girl,0,65073,魅魔
465046,cat_girl,0,65001,猫娘
413179,trembling,0,64935,颤抖
582201,mob_cap,0,64743,头巾式室内女帽
6128,cardigan,0,64143,开襟衫
1556,backpack,0,63312,背包
425206,magical_girl,0,63303,魔法少女
3239,cellphone,0,63072,手机
2770,pantyshot,0,62678,内裤走光
900563,own_hands_together,0,62432,双手合十
643561,eyes_visible_through_hair,0,62070,透过头发可以看到的眼睛
465525,crossed_legs,0,61913,交叉的腿
419429,frilled_skirt,0,61747,花边裙子
6364,grass,0,61552,草
470790,demon_horns,0,61440,恶魔的角
464903,crying,0,61407,哭
404507,sharp_teeth,0,61362,鲨鱼牙|锯齿牙
7455,tank_top,0,61251,无袖紧身背心
3875,sleeping,0,61239,睡觉
1976,cover,0,61226,封面
1801537,single_hair_bun,0,61221,单发髻
487205,cloudy_sky,0,61186,多云天气
6059,blazer,0,60883,西装夹克
7952,suspenders,0,60726,背带
539837,high_ponytail,0,60681,高马尾
3649,helmet,0,60628,头盔 | 头部装甲 | 头部防护罩
10229,suit,0,60597,西装
14452,feathers,0,60497,羽毛
487156,3boys,0,60256,3个男性
461293,cum_on_body,0,59894,射在身上
10833,bottle,0,59721,瓶子
379915,stuffed_animal,0,59475,毛绒玩具
1337464,x_hair_ornament,0,59311,X形发饰
547073,underwear_only,0,59173,只穿着内衣
9354,bdsm,0,58821,SM
655303,fox_girl,0,58780,狐娘
464573,plant,0,58741,植物
569748,black_background,0,58718,黑色背景
498000,blue_ribbon,0,58682,蓝色丝带
507741,frilled_sleeves,0,58385,花边袖子
1533172,grabbing_another's_breast,0,58320,抓住对方的胸部
3474,portrait,0,58297,半身像
9114,antenna_hair,0,58276,呆毛
375459,looking_up,0,58263,仰视
575982,light_smile,0,58195,浅笑
375764,bara,0,57756,大叔
221,school_swimsuit,0,57727,校内泳衣|死库水
462569,straddling,0,57688,跨坐
4526,cross,0,57540,十字
464588,hat_ribbon,0,57298,带有缎带的帽子
4474,fire,0,57160,火
464539,bug,0,56981,昆虫
219401,denim,0,56921,牛仔布
4188,crown,0,56908,王冠|皇冠
431235,knee_boots,0,56879,及膝靴
463115,pink_bow,0,56865,粉色蝴蝶结
466990,;d,0,56727,;d(眨眼大笑表情)
492682,red_necktie,0,56695,红色领带
1297467,lifted_by_self,0,56386,掀起自己的衣物
516477,outstretched_arms,0,56344,伸出双臂
8709,fellatio,0,56322,口交
429999,tiara,0,56273,皇冠头饰
5831,katana,0,55923,日本刀
14814,couple,0,55840,情侣
510254,breasts_out,0,55592,乳房外露
1836990,aged_down,0,55292,幼化
589376,red_flower,0,55270,红色的花
432696,on_stomach,0,54906,趴着
1936,crossover,0,54877,跨界作品
611487,juliet_sleeves,0,54842,朱丽叶袖
3846,robot,0,54583,机器人
397117,curtains,0,54563,窗帘
489235,motion_lines,0,54552,体现运动的线
413908,spiked_hair,0,54349,刺刺的头发
10707,sisters,0,54242,姐妹
645320,sex_from_behind,0,54218,泛指从身后插入的体位
381279,girl_on_top,0,54215,女上位
464574,polka_dot,0,54155,圆斑点
16700,>_<,0,54150,>_<(尴尬表情)
515769,black_nails,0,54149,黑色指甲
464565,knife,0,54048,小刀
15737,bat_wings,0,54015,蝙蝠翅膀
521712,ear_piercing,0,53880,穿耳洞
517832,outstretched_arm,0,53853,伸出手臂
82326,?,0,53804,?(问号表情)
521420,slit_pupils,0,53772,猫瞳
487562,wing_collar,0,53737,燕子领
9714,bent_over,0,53651,弯腰
403577,pointing,0,53548,用手指着
319,lingerie,0,52820,女式内衣
423613,animal_print,0,52678,动物印花
401137,clenched_teeth,0,52665,牙齿紧咬
1275600,bright_pupils,0,52480,明亮的瞳孔
390594,red_shirt,0,52432,红色衬衫
302,elf,0,52282,精灵
421662,5girls,0,52108,5个女性
3592,undressing,0,52035,脱衣
15764,striped_thighhighs,0,51920,条纹过膝袜
1388799,blue_sailor_collar,0,51535,蓝色水手领
395015,monster_girl,0,51174,人外娘
469701,rabbit_tail,0,51013,兔尾
374782,sneakers,0,51004,运动鞋
1314596,black_leotard,0,50899,黑色连身衣
656169,hand_on_own_chest,0,50886,把手放在自己的胸口
668761,white_border,0,50865,白色边框
379387,t-shirt,0,50843,T恤
516211,tassel,0,50706,流苏
1008243,holding_gun,0,50609,拿着枪
464713,head_wings,0,50590,头上有翅膀
374979,all_fours,0,50589,母豹pose
479729,gem,0,50476,宝石
1568,yaoi,0,50394,㚻 | BL | 腐|腐向
683385,red_footwear,0,50318,红色鞋类
631529,white_apron,0,50311,白色围裙
4232,tan,0,50265,小麦色(皮肤)
537,bondage,0,50150,捆绑play
1281370,red_bowtie,0,50092,红色领结
15749,furry,0,50022,毛茸茸|兽人
452195,hair_bobbles,0,49996,头绳
458482,short_twintails,0,49918,短双尾发型
401836,messy_hair,0,49904,凌乱的头发
4850,lipstick,0,49860,口红|唇膏
515302,green_skirt,0,49844,绿色的裙子
2849,goggles,0,49836,护目镜
561547,shoulder_armor,0,49672,肩甲
704500,holding_cup,0,49616,手持杯子
12464,brooch,0,49532,胸针
464540,building,0,49394,建筑
389882,group_sex,0,49139,群P|群交
2328,polearm,0,49125,长柄武器
471601,black_bra,0,49002,黑色内衣
458223,horse_tail,0,48715,马尾
1019196,otoko_no_ko,0,48688,女装少年|伪娘
103483,fishnets,0,48602,渔网
4027,staff,0,48476,工作人员
584911,shaded_face,0,48397,阴沉脸
1463605,1other,0,48382,1个非人类
526340,letterboxed,0,47799,宽银幕格式
401601,loafers,0,47782,乐福鞋
410004,crescent,0,47755,月牙
1710,towel,0,47644,毛巾
478557,straight_hair,0,47579,直发
594766,star_(sky),0,47531,星星(天空中的)
405345,cherry_blossoms,0,47379,樱花
415668,single_thighhigh,0,47212,只有一条腿有穿着
3046,kiss,0,47187,吻 | 亲吻 | 接吻
674623,feathered_wings,0,47185,羽翼
575322,clenched_hand,0,46937,握紧的手
1865,bandaid,0,46933,创可贴
166531,pink_dress,0,46862,粉色连衣裙
534982,^^^,0,46548,^^^(开心表情)
1295582,strapless_leotard,0,46520,无肩带连身衣
5746,box,0,46473,箱子
524399,hat_bow,0,46372,带有蝴蝶结的帽子
4123,wind,0,46311,风
665452,facing_viewer,0,46277,面向镜头
611670,grey_shirt,0,46154,灰色上衣
647129,black_necktie,0,46085,黑色领带
471498,multiple_tails,0,45875,多条尾巴
448007,drooling,0,45873,流口水
383830,no_pants,0,45838,没穿着裤子和裙子
547132,extra_ears,0,45819,四只耳朵
1441877,eyewear_on_head,0,45801,眼镜别在头上
380831,demon_tail,0,45745,恶魔尾巴
4275,steam,0,45715,蒸汽
358992,bike_shorts,0,45638,紧身裤
593298,yellow_background,0,45624,黄色背景
368,dog_ears,0,45612,狗耳朵
428523,hooded_jacket,0,45542,连帽夹克
378850,armband,0,45527,腕标
464564,instrument,0,45386,乐器
2362,casual,0,45036,私服
464542,butterfly,0,45017,蝴蝶
465870,surprised,0,44986,惊讶
166133,night_sky,0,44928,夜空
7558,panty_pull,0,44831,拉下来的内裤
390662,foreshortening,0,44673,正前缩距透视法
405311,sex_toy,0,44594,性爱玩具
446647,pale_skin,0,44564,苍白的皮肤
12667,child,0,44490,小孩
314230,breast_press,0,44420,挤压胸部
427968,revealing_clothes,0,44396,暴露的穿着
3417,anal,0,44311,肛门 | 肛交 | 着衣肛交|骑乘位肛交
1416353,red_headwear,0,44263,红色头饰
403060,gauntlets,0,44232,护腕
477288,white_ribbon,0,44232,白色丝带
4241,rope,0,44190,绳
395533,sheath,0,44034,刀鞘|护套
465152,china_dress,0,43954,中国服饰
